id_operador,productos
61,ZAPALLITO
62,SOJA
62,ABONO VERDE
63,MAIZ
64,MAIZ
65,SOJA
65,MAIZ
66,SOJA
66,ARVEJA
66,MAIZ
66,RESIDUO VEGETAL
67,CENTENO
67,MAIZ PISINGALLO
67,DESCANSO
67,SOJA
68,CEBADA
68,TRIGO
68,GANADERIA BOVINA
69,VACAS
69,TERNERAS
69,TOROS
69,VAQUILLONAS
69,NOVILLOS
70,GIRASOL ALTO OLEICO
70,DINKEL
71,ROMERO
71,LAVANDA
71,LAVANDIN
71,OREGANO
71,TOMILLO
71,SALVIA
71,HISOPO
71,MELISA
71,AJEDREA
72,SORGO FORRAJERO
72,GIRASOL
72,GANADERIA BOVINA
72,GANADERIA OVINA
73,RUCULA CHINA
73,NIRA
73,REMNOLACHA
73,PACK CHOI
73,REMOLACHA
73,BRASSICA CHINENSIS
73,BRASSICA ALBOGLABRA
73,BRASSICA JUNCEA
73,LECHUGA CHINA
73,RUCULA SELVATICA
73,APIO CHINO
73,ESPINACA
73,CRISANTEMO
73,IPOMOEA AQUATICA
73,BRASSICA NAPUS
74,VACAS
74,TERNERAS
74,TOROS
75,INCULTO
76,MAIZ PISINGALLO
76,DESCANSO
76,GIRASOL ALTO OLEICO
77,CEREALES
77,OLEAGINOSAS
78,ALZA MELARIA
78,COLMENAS
78,NUCLEOS
79,TOROS
79,VACAS
79,TERNERAS
79,TERNEROS
80,ALFALFA
80,TRIGO
80,CENTENO
81,HORTALIZAS
82,HORTALIZAS
83,CEREALES
83,OLEAGINOSAS
84,CEREALES
84,OLEAGINOSAS
85,CEREALES
85,OLEAGINOSAS
86,CEREALES
86,OLEAGINOSAS
87,CEREALES
87,OLEAGINOSAS
88,CEREALES
88,OLEAGINOSAS
89,ZANAHORIA
89,CEBOLLA VERDEO
89,REPOLLO
89,LECHUGA
89,ACELGA
89,PEREJIL
89,RUCULA
89,PUERRO
89,NABO
89,AJO
89,ESPINACA
89,RADICHETA
90,INCULTO
91,CEREALES
91,OLEAGINOSAS
92,CEREALES
93,SORGO
94,SOJA
94,MAIZ
95,GIRASOL ALTO OLEICO
96,MAIZ
97,SOJA
97,MAIZ
98,MAIZ
98,DESCANSO
99,SORGO
99,SOJA
100,HORTICULTURA
101,HORTALIZAS
102,AVENA
102,CENTENO
102,GANADERIA BOVINA
103,TRIGO
103,AVENA
103,CENTENO
103,CEBADA
103,GIRASOL
103,GANADERIA BOVINA
104,INCULTO
105,INCULTO
106,INCULTO
107,INCULTO
108,INCULTO
109,SOJA
110,SOJA
111,SOJA
112,VACAS
112,NOVILLOS
112,VAQUILLONAS
112,TOROS
112,TERNEROS
112,TERNERAS
113,RADICHETA
113,RUCULA
113,ALBAHACA
113,MENTA
113,CILANTRO
113,SALVIA
113,TOMILLO
113,ESPARRAGOS
113,TOMATE
113,INCULTO
113,ROMERO
113,ALFALFA
113,ALCAUCIL
113,ESTRAGON
113,PEREJIL
113,CEBOLLA
114,TRIGO
115,TRIGO
116,HORTALIZAS
116,ARROZ
117,SOJA
118,CEREALES
118,OLEAGINOSAS
119,CEREALES
119,OLEAGINOSAS
120,CEREALES
120,OLEAGINOSAS
121,CEREALES
121,OLEAGINOSAS
122,CEREALES
122,OLEAGINOSAS
123,VACAS
123,VAQUILLONAS
123,TOROS
123,TERNEROS
123,TERNERAS
124,MORA
124,INCULTO
124,ARANDANO
124,FRAMBUESA
124,PERA
124,MANDARINA
124,NARANJA
124,LIMON
124,NUEZ PECAN
124,HIGOS
124,DURAZNO
124,CIRUELA
125,HORTICULTURA:
125,FRUTALES:
126,CEREALES
126,OLEAGINOSAS
126,GANADERIA BOVINA
127,MAIZ
127,SOJA
127,GIRASOL
128,UVA
128,INCULTO
128,PASAS DE UVA
129,OLIVOS
130,MAIZ
130,POROTO
130,AMARANTO
131,MAIZ
131,GARBANZO
131,POROTO
132,OLIVOS
133,CHIA
134,VID
135,OLIVOS
136,GERANIO
136,PASTO LIMON
136,OREGANO
137,CEREALES
137,OLEAGINOSAS
137,LEGUMINOSAS
138,GARBANZO
138,GIRASOL
138,MAIZ
138,TRIGO
138,MANI
138,POROTO
138,CHIA
138,AMARANTO
138,SESAMO
138,ARVEJA
139,ACELGA
139,ESPINACA
139,LERCHUGA GALLEGA
139,LECHUGA MANTECOSA
139,LECHUGA CRESPA
139,PEREJIL
139,RABANITO
139,ESCAROLA FINA
139,ZANAHORIA
139,ROMERO
139,CEBOLLA DE VERDEO
139,RUCULA
139,CIRUELAS
139,DURAZNOS
140,TRIGO
140,MAIZ
140,SOJA
140,ALFALFA
140,CENTENO
140,GANADERIA BOVINA
141,MIEL
141,SUBPRODUCTOS DE LA COLMENA
142,MAIZ
142,TRIGO
142,SOJA
143,TOMILLO
143,SALVIA
143,OREGANO
143,PEREJIL
143,PUERRO
143,CEBOLLA
143,ZANAHORIA
143,LECHUGA
143,ACELGA
143,ZAPALLITO
143,REMOLACHA
143,CHOCLO
143,ZUCCINI
143,ESPINACA
143,RABANITO
143,CHAUCHA
143,RUCULA
143,CILANTRO
143,NABO
143,PEPINO
143,APIO
143,MELON
143,ZAPALLO
143,ROMERO
143,ESPARRAGOS
144,CEBADA
144,ALFALFA
144,VICIA
144,RABANITO
144,NABO
144,REMOLACHA
144,RUCULA
144,LECHUGA
144,PUERRO
144,CEBOLLA
145,ACEITUNAS
145,OLIVO
145,MELON
145,TOMATE
145,ZAPALLO
145,CEBOLLA
145,ZANAHORIA
145,MANZANILLA
145,PAPA
145,REMOLACHA
145,ACELGA
145,ESPINACA
145,PIMIENTO
145,LECHUGA
145,PEREJIL
146,TERNEROS
146,VACAS
146,VAQUILLONAS
146,TOROS
147,CEREALES
147,OLEAGINOSAS
148,GARBANZO
148,GIRASOL
148,MAIZ
148,TRIGO
148,MANI
148,POROTO
148,CHIA
148,AMARANTO
148,SESAMO
148,ARVEJAS
148,OLIVAS
148,OTROS
149,NUCLEOS
149,COLMENAS
149,ALZA MELARIA
150,AROMATICAS
151,MANDARINA
151,NARANJA
152,LIMON
153,INCULTO
153,ARROZ
154,ARROZ
155,ARROZ
156,INCULTO
157,INCULTO
158,LIMON
159,ZAPALLO
159,DESCANSO
159,INCULTO
160,INCULTO
161,ALZA MELARIA
161,COLMENAS
161,NUCLEOS
162,ARROZ
162,INCULTO
163,POMELO
164,MIEL
164,SUBPRODUCTOS DE LA COLMENA
165,MIEL
165,SUBPRODUCTOS DE LA COLMENA
166,MIEL
166,SUBPRODUCTOS DE LA COLMENA
167,ARROZ
168,NUCLEOS
168,COLMENAS
168,ALZA MELARIA
168,CERA
169,MIEL
169,SUBPRODUCTOS DE LA COLMENA
170,MIEL
170,SUBPRODUCTOS DE LA COLMENA
171,VACAS
171,TOROS
172,OVEJAS
172,LANA
172,CAPONES
172,BORREGAS
172,BORREGOS
172,CARNEROS
173,LANA
173,CAPONES
173,OVEJAS
173,CARNEROS
174,LANA
174,GUANACOS
175,LANA
175,CARNEROS
175,BORREGAS
175,OVEJAS
175,CAPONES
175,BORREGOS
176,TERNEROS
176,NOVILLOS
176,TOROS
176,VACAS
176,VAQUILLONAS
177,CARNE BOVINA
177,CARNE OVINA
177,LANA
178,ROSA MOSQUETA
179,CASSIS
179,FRAMBUESA
179,MORA
179,GROSELLA
180,CASSIS
180,FRAMBUESA
180,MORA
181,LANA
181,OVEJAS
181,BORREGAS
181,CORDEROS
181,CAPONES
181,CARNEROS
182,VACAS
182,VAQUILLONAS
182,TOROS
182,TERNEROS
183,OVEJAS
183,LANA
183,BORREGOS
183,BORREGAS
183,CARNEROS
183,CAPONES
184,LANA
184,OVEJAS
184,BORREGOS
184,CAPONES
184,CARNEROS
185,OVEJAS
185,LANA
185,BORREGOS
185,BORREGAS
185,CAPONES
186,OVEJAS
186,CAPONES
186,CARNEROS
186,CORDEROS
187,TOROS
187,VACAS
187,TERNEROS
187,TERNERAS
188,LANA
188,OVEJAS
188,BORREGAS
188,CAPONES
188,BORREGOS
188,CARNEROS
189,LANA
189,OVEJAS
189,CAPONES
189,BORREGOS
189,BORREGAS
189,CARNEROS
190,GUANACOS
191,PARAMELA
192,VAQUILLONAS
192,VACAS
192,TOROS
192,TERNEROS
193,VACAS
193,VAQUILLONAS
193,TERNERAS
193,NOVILLOS
193,TOROS
194,OVEJAS
194,BORREGAS
194,CORDEROS
194,CAPONES
194,CARNEROS
195,OVEJAS
195,LANA
195,BORREGAS
195,BORREGOS
195,CAPONES
195,CARNEROS
196,LANA
196,CARNEROS
196,BORREGAS
196,CAPONES
196,BORREGOS
196,OVEJAS
197,CASSIS
197,FRAMBUESA
197,MORA
197,GROSELLA
197,SAUCO
198,FRAMBUESA
198,BOYSENBERRY
198,CASSIS
198,MORA
198,GUINDA
198,SAUCO
198,AVELLANO
198,CORINTO
199,CARNEROS
199,OVEJAS
199,CAPONES
199,CORDEROS
200,VACAS
201,INCULTO
202,CAPONES
203,CARNEROS
203,LANA
203,CAPONES
203,OVEJAS
203,BORREGAS
203,BORREGOS
203,CORDEROS
204,LANA
204,OVEJAS
204,CAPONES
204,CARNEROS
204,BORREGOS
205,ROSA MOSQUETA
205,MORILLAS
205,HIPERICOM
206,FRAMBUESA
206,FRUTILLA
206,ROSA MOSQUETA
207,OVEJAS
207,LANA
207,CAPONES
207,CARNEROS
207,BORREGAS
207,BORREGOS
208,ALGAS MARINAS
209,VACAS
209,VAQUILLONAS
209,NOVILLOS
209,TERNEROS
209,TERNERAS
209,TOROS
210,OVEJAS
210,LANA
210,BORREGAS
210,CAPONES
210,CARNEROS
211,OVEJAS
211,BORREGAS
211,BORREGOS
211,CAPONES
211,CARNEROS
212,LANA
212,OVEJAS
212,CAPONES
212,CARNEROS
212,BORREGOS
212,BORREGAS
213,GIRASOL AO
213,SORGO BLANCO
213,MIJO
213,MAIZ PISINGALLO
213,LINO DORADO
214,MIEL
214,EXTRACCION DE MIEL
214,ESTAMPADO DE CERA
215,INCULTO
216,NARANJA
216,LIMON
216,MANDARINA
216,POMELO
217,MAIZ
217,LINO
218,CEREALES
218,OLEAGINOSAS
219,LIMON
219,NARANJA
220,LINO
220,CEBADA
220,CENTENO
220,TRITICALE
220,SOJA
220,MAIZ
220,MOSTAZA
221,ARANDANOS
222,INCULTO
223,ARROZ
224,NUEZ PECAN
224,STEVIA
224,FRUTALES
225,ARROZ
226,ARROZ
227,LINO DORADO
228,LINO DORADO
229,LINO MARRON
230,LINO MARRON
231,LINO MARRON
231,LINO DORADO
232,CORIANDRO
233,LIMON
233,NARANJA
234,NARANJA
235,TRIGO
235,SOJA
236,SOJA
236,MAIZ
237,ARROZ
238,SORGO
238,TRIGO
238,ARROZ
239,SORGO
240,SORGO
241,INCULTO
242,INCULTO
243,INCULTO
244,INCULTO
245,INCULTO
246,LINO
246,ARROZ
247,VACAS
247,VAQUILLONAS
247,TERNERAS
247,TOROS
247,TERNEROS
247,NOVILLOS
248,NARANJA
248,MANDARINA
248,LIMON
248,DURAZNO
248,CIRUELA
248,MAIZ
248,TOMATE
248,POMELO
249,AGRICULTURA
250,NUEZ PECAN
251,ALOE VERA
251,PASTIZAL NATURAL
251,INCULTO
252,BANANO
252,MANGO
252,FRUTAS TROPICALES
253,POMELO
253,INCULTO
254,CAÑA DE AZUCAR
254,DESCANSO
255,CAÑA DE AZUCAR
256,INCULTO
257,INCULTO
258,CAÑA DE AZUCAR
258,MAIZ PISINGALLO
258,MAIZ
258,POROTO COLORADO
258,POROTO NEGRO
259,ALZA MELARIA
260,CAÑA DE AZUCAR
260,INCULTO
261,INCULTO
262,CAÑA DE AZUCAR
263,CAÑA DE AZUCAR
264,TRIGO
265,INCULTO
266,CAÑA DE AZUCAR
266,INCULTO
267,CAÑA DE AZUCAR
268,CAÑA DE AZUCAR
268,INCULTO
269,INCULTO
270,CAÑA DE AZUCAR
270,FORESTALES
270,INCULTO
271,INCULTO
272,GIRASOL
272,POROTO MUNG
273,COLMENAS
273,NUCLEOS
273,ALZA MELARIA
274,ALZA MELARIA
274,COLMENAS
274,NUCLEOS
275,VID
275,OLIVOS
276,VID
276,OLIVOS
277,VID
277,OLIVOS
278,JOJOBA
279,JOJOBA
280,INCULTO
281,VID
282,VID
282,OLIVOS
283,VID
283,OLIVOS
284,VID
284,NOGALES
285,VID
285,OLIVOS
286,OLIVOS
287,VID
287,OLIVOS
288,OLIVOS
289,PASAS DE UVA
290,VID
290,OLIVOS
291,JOJOBA
292,VID
293,VD
293,OLIVOS
294,VID
295,VID
295,OLIVOS
296,VID
296,OLIVOS
297,OLIVO
297,PEREJIL
297,AJI
297,ACEITUNAS
297,INCULTO
298,VID
299,VID
299,OLIVOS
300,NOGALES
300,CASTAÑA
301,OLIVOS
301,VID
301,MELON
301,SANDIA
301,TOMATE
301,MAIZ
301,ZAPALLO
301,BATATA
302,VID
302,OLIVOS
303,OLIVOS
304,OLIVOS
305,VID
305,OLIVOS
306,VID
307,JOJOBA
308,VID
309,ESPARRAGOS
309,AJO
309,ABONO VERDE
310,VID
311,DESCANSO
312,UVAS
313,INCULTO
314,VID
315,VID
316,VID
316,INCULTO
316,ALFALFA
317,UVAS
318,UVAS
319,DESCANSO
319,ZAPALLO
319,AJO
319,INCULTO
320,INCULTO
321,INCULTO
321,NUEZ PECAN
321,HIGOS
321,VID
321,OLIVO
321,CIRUELA
321,CEREZA
321,PERA
321,MANZANA
321,DURAZNO
321,DAMASCO
322,VID
323,INCULTO
324,DESCANSO
324,AJO
324,INCULTO
325,VID
326,UVAS
327,VID
328,VID
329,VID
330,UVAS
331,UVAS
332,UVAS
333,UVAS
334,UVAS
335,VID
336,VID
336,INCULTO
337,VID
337,INCULTO
338,INCULTO
339,VID
340,VID
341,CAÑA DE CASTILLA
342,CAÑA DE CASTILLA
343,CAÑA DE CASTILLA
344,CAÑA DE CASTILLA
345,UVAS
346,VID
346,OLIVOS
347,VID
347,OLIVOS
348,AJO
348,ZAPALLO
349,UVAS
349,ACEITUNAS
350,INCULTO
350,ZAPALLO
350,ABONO VERDE
350,AJO
350,DESCANSO
350,CEBOLLA
350,PAPA
351,INCULTO
351,CIRUELA
351,ZAPALLO
351,OLIVO
351,TOMATE
352,VID
353,VID
354,VID
355,HORTALIZAS
356,VID
357,UVAS
358,UVAS
359,UVAS
360,VID
361,DAMASCO
361,UVA DE MESA
361,INCULTO
362,VID
362,INCULTO
363,CENTENO
363,PASTIZAL NATURAL
364,VID
365,VID
366,VID
367,ACEITUNAS
368,UVAS
369,UVAS
370,INCULTO
371,VID
372,VID
373,VID
373,DAMASCO
374,INCULTO
375,ZAPALLO
375,DESCANSO
375,ZANAHORIA
376,UVAS
377,UVAS PARA VINIFICAR
378,UVAS PARA VINIFICAR
379,INCULTO
380,VID
381,VID
382,CIRUELAS
382,ACEITUNAS
382,UVAS
383,VID
383,NUEZ
384,ACEITUNAS
384,UVAS
385,ACEITUNAS
385,CIRUELAS
385,DAMASCOS
385,NUECES
386,VID
387,VID
388,INCULTO
389,VID
390,INCULTO
391,UVAS
392,UVAS PARA VINIFICAR
393,UVAS PARA VINIFICAR
394,UVAS PARA VINIFICAR
395,UVAS
396,VID
397,MIEL
398,VID
398,OLIVOS
399,VID
399,NOGAL
399,INCULTO
400,VID
401,OLIVOS
401,DAMASCO
401,CIRUELA
402,VID
402,OLIVOS
403,INCULTO
403,OLIVO
403,VID
404,VID
404,OLIVOS
405,UVAS
406,UVAS
407,UVAS
408,UVAS
409,ABONO VERDE
409,AJO
410,AJO
410,ABONO VERDE
411,UVAS
411,AROMATICAS
412,ESPARRAGO
413,VID
413,NOGAL
413,INCULTO
413,OLIVO
413,ALFALFA
414,VID
415,CIRUELA
415,INCULTO
415,CIRUELA DESECADA
416,INCULTO
417,UVAS PARA VINIFICAR
417,UVAS FRESCAS
418,VID
418,ACEITUNAS
418,INCULTO
419,CIRUELAS
419,UVAS
419,ACEITUNAS
420,VID
420,INCULTO
420,MEMBRILLO
421,CEREZA
422,ZAPALLO
422,CHOCLO
423,UVAS PARA VINIFICAR
424,VID
424,INCULTO
425,UVAS
426,UVAS
427,UVAS
428,VID
429,VID
430,VID
431,VID
432,OLIVO
433,INCULTO
434,VID
435,VID
436,VID
437,VID
437,OLIVOS
438,VID
439,VINO
439,UVAS
439,ACEITUNAS
440,CAÑA DE AZUCAR
441,CAÑA DE AZUCAR
442,CAÑA DE AZUCAR
443,CAÑA DE AZUCAR
444,CAÑA DE AZUCAR
445,CAÑA DE AZUCAR
446,CAÑA DE AZUCAR
447,CAÑA DE AZUCAR
448,CAÑA DE AZUCAR
449,CAÑA DE AZUCAR
450,CAÑA DE AZUCAR
451,LIMON
451,MANDARINA
451,NARANJA
451,PONELO
451,ANANA
452,CAÑA DE AZUCAR
453,YERBA MATE
454,YERBA MATE
455,CAÑA DE AZUCAR
456,CAÑA DE AZUCAR
457,CAÑA DE AZUCAR
458,CAÑA DE AZUCAR
459,CAÑA DE AZUCAR
460,CAÑA DE AZUCAR
461,CAÑA DE AZUCAR
462,CAÑA DE AZUCAR
463,CAÑA DE AZUCAR
464,CAÑA DE AZUCAR
465,CAÑA DE AZUCAR
466,YERBA MATE
467,CAÑA DE AZUCAR
468,CAÑA DE AZUCAR
469,YERBA MATE
469,TE
470,CAÑA DE AZUCAR
471,CAÑA DE AZUCAR
472,CAÑA DE AZUCAR
473,CAÑA DE AZUCAR
474,CAÑA DE AZUCAR
475,CAÑA DE AZUCAR
476,CAÑA DE AZUCAR
477,CAÑA DE AZUCAR
478,CAÑA DE AZUCAR
479,CAÑA DE AZUCAR
480,CAÑA DE AZUCAR
481,CAÑA DE AZUCAR
482,CAÑA DE AZUCAR
483,CAÑA DE AZUCAR
484,CAÑA DE AZUCAR
485,CAÑA DE AZUCAR
486,CAÑA DE AZUCAR
487,CAÑA DE AZUCAR
488,CAÑA DE AZUCAR
489,CAÑA DE AZUCAR
490,CAÑA DE AZUCAR
491,CAÑA DE AZUCAR
492,CAÑA DE AZUCAR
493,CAÑA DE AZUCAR
494,CAÑA DE AZUCAR
495,CAÑA DE AZUCAR
496,CAÑA DE AZUCAR
497,CAÑA DE AZUCAR
498,YERBA MATE
499,CAÑA DE AZUCAR
500,CAÑA DE AZUCAR
501,CAÑA DE AZUCAR
502,CAÑA DE AZUCAR
503,CAÑA DE AZUCAR
504,CAÑA DE AZUCAR
505,CAÑA DE AZUCAR
506,CAÑA DE AZUCAR
507,CAÑA DE AZUCAR
508,CAÑA DE AZUCAR
509,CAÑA DE AZUCAR
510,CAÑA DE AZUCAR
511,CAÑA DE AZUCAR
512,CAÑA DE AZUCAR
513,YERBA MATE
514,CAÑA DE AZUCAR
515,CAÑA DE AZUCAR
516,CAÑA DE AZUCAR
517,CAÑA DE AZUCAR
518,CAÑA DE AZUCAR
519,CAÑA DE AZUCAR
520,CAÑA DE AZUCAR
521,CAÑA DE AZUCAR
522,CAÑA DE AZUCAR
523,CAÑA DE AZUCAR
524,CAÑA DE AZUCAR
525,CAÑA DE AZUCAR
526,CAÑA DE AZUCAR
527,CAÑA DE AZUCAR
528,CAÑA DE AZUCAR
529,YERBA MATE
530,CAÑA DE AZUCAR
531,CAÑA DE AZUCAR
532,CAÑA DE AZUCAR
533,CAÑA DE AZUCAR
534,CAÑA DE AZUCAR
535,CAÑA DE AZUCAR
536,YERBA MATE
537,TE
537,YERBA MATE
538,CAÑA DE AZUCAR
539,CAÑA DE AZUCAR
540,SIN PROD
541,TE
542,CAÑA DE AZUCAR
543,YERBA MATE
544,CAÑA DE AZUCAR
545,CAÑA DE AZUCAR
546,CAÑA DE AZUCAR
547,CAÑA DE AZUCAR
548,CAÑA DE AZUCAR
549,YERBA
549,CAÑA DE AZUCAR
549,MANDIOCA
549,AROMATICAS
549,MEDICINALES
550,CAÑA DE AZUCAR
551,CAÑA DE AZUCAR
552,CAÑA DE AZUCAR
553,YERBA
553,TE
553,POMELO
553,QUINOTO
553,MANDARINA
553,NARANJA
554,CAÑA DE AZUCAR
555,CAÑA DE AZUCAR
556,TE
556,YERBA MATE
557,CAÑA DE AZUCAR
558,CAÑA DE AZUCAR
559,CAÑA DE AZUCAR
560,CAÑA DE AZUCAR
561,CAÑA DE AZUCAR
562,CAÑA DE AZUCAR
563,CAÑA DE AZUCAR
564,CAÑA DE AZUCAR
565,CAÑA DE AZUCAR
566,CAÑA DE AZUCAR
567,CAÑA DE AZUCAR
568,CAÑA DE AZUCAR
569,CAÑA DE AZUCAR
570,CAÑA DE AZUCAR
571,CAÑA DE AZUCAR
572,CAÑA DE AZUCAR
573,CAÑA DE AZUCAR
574,CAÑA DE AZUCAR
575,CAÑA DE AZUCAR
576,INCULTO
577,YERBA MATE
578,CAÑA DE AZUCAR
579,CAÑA DE AZUCAR
580,CAÑA DE AZUCAR
581,CAÑA DE AZUCAR
582,CAÑA DE AZUCAR
583,CAÑA DE AZUCAR
584,CAÑA DE AZUCAR
585,CAÑA DE AZUCAR
586,CAÑA DE AZUCAR
587,CAÑA DE AZUCAR
588,CAÑA DE AZUCAR
589,YERBA MATE
590,CAÑA DE AZUCAR
591,CAÑA DE AZUCAR
592,CAÑA DE AZUCAR
593,CAÑA DE AZUCAR
594,CAÑA DE AZUCAR
595,CAÑA DE AZUCAR
596,CAÑA DE AZUCAR
597,CAÑA DE AZUCAR
598,CAÑA DE AZUCAR
599,CAÑA DE AZUCAR
600,CAÑA DE AZUCAR
601,YERBA MATE
602,CAÑA DE AZUCAR
603,CAÑA DE AZUCAR
604,CAÑA DE AZUCAR
605,CAÑA DE AZUCAR
606,YERBA MATE
607,CAÑA DE AZUCAR
608,CAÑA DE AZUCAR
609,CAÑA DE AZUCAR
610,CAÑA DE AZUCAR
611,CAÑA DE AZUCAR
612,CAÑA DE AZUCAR
613,CAÑA DE AZUCAR
614,CAÑA DE AZUCAR
615,CAÑA DE AZUCAR
616,CAÑA DE AZUCAR
617,POROTO SABLE
617,STEVIA
617,YERBA MATE
618,CAÑA DE AZUCAR
619,CAÑA DE AZUCAR
620,CAÑA DE AZUCAR
621,CAÑA DE AZUCAR
622,CAÑA DE AZUCAR
623,CAÑA DE AZUCAR
624,CAÑA DE AZUCAR
625,CAÑA DE AZUCAR
626,CAÑA DE AZUCAR
627,CAÑA DE AZUCAR
628,CAÑA DE AZUCAR
629,INDEFINIDO
630,CAÑA DE AZUCAR
631,CAÑA DE AZUCAR
632,CAÑA DE AZUCAR
633,CAÑA DE AZUCAR
634,CAÑA DE AZUCAR
635,CAÑA DE AZUCAR
636,CAÑA DE AZUCAR
637,CAÑA DE AZUCAR
638,YERBA MATE
638,STEVIA
638,ANANA
638,MANDARINA
639,CAÑA DE AZUCAR
640,CAÑA DE AZUCAR
641,CAÑA DE AZUCAR
642,CAÑA DE AZUCAR
643,VAQUILLONAS
643,TERNEROS
643,TOROS
643,VACAS
644,CAÑA DE AZUCAR
645,MANZANA
645,PERA
646,CIRUELA
646,DURAZNO
647,MANZANA
647,PERA
648,MANZANA
648,PERA
649,MANZANA
649,VIVERO
650,MANZANA
650,PERA
651,PERA
651,MANZANA
651,CIRUELA
652,MANZANA
652,PERA
652,CIRUELA
653,MANZANA
653,PERA
653,CIRUELA
654,MANZANAS
654,PERAS
655,MANZANA
655,PERA
656,MANZANA
657,PERA
658,MANZANA
658,PERA
659,MANZANA
659,PERA
660,MANZANA
660,PERA
661,MANZANA
661,PERA
662,MANZANA
662,PERA
663,MANZANA
664,MANZANA
664,PERA
665,MANZANA
665,PERA
666,MANZANA
666,PERA
667,PERA
668,PERA
669,MANZANA
669,PERA
670,MANZANA
670,PERA
671,MANZANA
671,PERA
672,PERA
673,MANZANA
673,PERA
674,MANZANA
674,PERA
675,MANZANA
675,PERA
676,MANZANA
676,PERA
676,CEREZA
676,VIVERO
677,MANZANA
677,PERA
678,MANZANA
678,PERA
679,MANZANA
679,PERA
680,PERA
